Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
10/05/2021,385,3,21,97,84,80,50,32,21,13,8,0,194,190,1,70,16,104,128,22,45,0,0,0,0,0,1,1,1,0,1,2,0,1,1,0,1,0,0,1,2,4,2,2,4,4,2,0,11,10,0,6,1,7,4,3,0
09/08/2021,661,7,46,137,180,137,68,62,43,22,12,0,357,304,0,147,29,180,193,33,79,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,11,2,8,8,3,9,0,19,27,0,7,1,27,9,1,1
08/31/2021,530,7,45,106,122,102,81,57,32,20,10,0,282,247,1,129,23,138,149,13,78,0,0,1,0,0,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,9,10,5,7,4,4,0,26,19,0,14,1,21,8,0,1
07/01/2021,32,2,6,5,11,8,5,1,2,0,0,0,15,17,0,6,1,8,9,3,5,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,0,0,0,0,3,3,0,0,0,6,0,0,0
12/19/2021,2513,12,117,392,770,642,334,208,102,40,25,0,1386,1101,26,271,100,671,850,213,408,0,0,0,0,3,4,4,1,0,8,4,0,3,0,4,5,0,0,3,18,11,20,19,16,16,14,0,56,61,0,20,5,59,29,1,3
05/12/2021,342,6,35,69,74,71,44,43,20,19,2,0,196,146,0,83,17,156,46,9,31,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,8,9,1,2,0,22,13,0,10,1,18,4,1,1
09/10/2021,516,5,27,107,147,81,71,48,34,19,9,0,265,247,4,100,21,151,153,28,63,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,6,1,3,4,5,2,6,0,12,15,0,7,0,13,6,0,1
06/22/2021,33,3,3,3,7,8,3,5,5,1,1,0,19,14,0,2,0,16,9,2,4,0,0,0,0,2,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0
01/02/2022,4229,19,210,949,970,805,602,472,252,113,65,1,2299,1891,39,855,197,771,1151,396,859,1,1,0,1,1,6,5,4,0,10,9,0,4,0,9,5,0,1,10,18,27,14,31,43,34,33,0,103,107,0,46,5,97,48,11,3
02/28/2021,149,3,19,16,34,34,22,17,19,5,2,0,68,80,1,32,14,31,51,4,17,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,4,0,0,10,1,3,0,11,8,0,3,1,9,5,0,1
04/25/2021,275,11,52,40,70,71,28,36,21,8,1,0,141,134,0,62,12,115,52,11,23,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,5,11,4,12,10,5,2,0,32,20,0,10,1,27,8,2,4
01/03/2022,9584,23,262,2288,1982,1685,1295,1120,753,270,182,9,5226,4261,97,2168,433,1922,2116,773,2172,0,0,0,1,3,8,4,7,0,10,13,0,4,0,13,5,1,0,11,31,18,25,46,45,40,46,0,147,115,0,51,6,125,59,12,9
07/30/2020,340,3,17,49,78,80,48,49,25,7,4,0,174,165,1,160,13,79,62,5,21,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,1,4,2,0,11,6,0,7,1,6,3,0,0
06/21/2020,48,11,16,4,16,11,3,7,2,4,1,0,29,19,0,17,1,12,8,4,6,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,1,1,3,3,4,1,0,11,5,0,6,0,7,2,1,0
04/20/2020,990,40,181,24,158,181,213,193,122,58,41,0,486,504,0,443,28,280,127,39,73,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,71,27,11,1
03/03/2021,336,5,24,46,90,72,56,29,25,14,4,0,160,176,0,86,21,76,103,28,22,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,8,5,2,0,15,9,0,2,0,13,9,0,0
11/11/2021,526,3,28,115,119,114,59,51,31,18,19,0,278,245,3,74,20,101,179,37,115,0,0,0,0,1,1,1,0,0,2,1,0,2,0,1,0,0,0,1,3,2,2,7,5,2,6,0,13,15,0,10,1,13,4,0,0
01/29/2021,593,16,44,90,142,102,95,72,57,25,10,0,309,283,1,214,21,116,160,27,55,0,0,0,2,1,7,3,3,0,2,14,0,6,2,5,3,0,0,0,3,7,2,1,15,8,8,0,30,14,0,14,1,16,10,2,1
03/27/2020,404,8,154,4,43,61,86,103,49,36,22,0,212,192,0,75,12,219,72,10,16,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,34,20,18,0,77,77,0,17,6,113,14,3,1
03/18/2020,162,1,39,2,31,32,40,23,18,11,5,0,80,82,0,19,8,65,64,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,8,10,9,5,0,13,26,0,5,3,24,7,0,0
08/06/2020,349,4,21,38,113,73,52,31,22,11,9,0,180,169,0,151,7,86,78,14,13,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
04/01/2020,461,24,181,3,57,68,87,85,91,41,29,0,245,216,0,104,24,237,66,15,15,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,38,5,102,26,7,3
05/21/2020,799,34,108,75,174,138,119,122,78,50,43,0,415,373,11,426,28,165,69,23,88,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,20,11,0,53,55,0,47,8,40,8,4,1
04/30/2021,551,9,52,125,117,102,66,62,49,19,11,0,309,242,0,130,16,236,93,10,66,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,5,4,5,9,10,11,7,0,27,25,0,5,1,32,12,1,1
05/21/2021,246,6,30,53,49,45,36,33,18,6,6,0,141,105,0,52,11,109,42,4,28,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,3,1,2,10,7,4,3,0,19,11,0,2,1,20,4,1,2
07/02/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,10,2,13,20,5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
08/24/2021,568,3,37,115,158,122,64,45,27,25,11,1,294,273,1,109,23,156,165,17,98,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,0,3,4,3,8,9,5,5,0,22,15,0,2,1,22,10,1,1
11/30/2021,1181,2,53,274,255,234,151,136,75,35,21,0,580,596,5,201,29,275,344,117,215,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,3,7,9,7,10,8,7,0,25,28,0,7,0,25,15,4,2
04/04/2020,327,22,159,2,34,39,61,70,63,33,25,0,153,174,0,71,15,151,47,17,26,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,44,24,21,0,77,82,0,40,10,78,25,5,1
08/05/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,179,4,87,78,12,18,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
08/13/2021,624,3,37,97,171,154,80,58,39,15,10,0,272,352,0,133,18,145,231,12,85,0,0,0,0,0,1,2,0,0,2,1,0,0,0,3,0,0,0,1,5,6,4,5,8,4,4,0,19,18,0,8,0,20,8,1,0
12/23/2021,6805,16,146,974,1895,1584,996,697,413,154,90,2,3707,3002,96,935,222,1912,1798,625,1313,0,0,1,0,3,5,3,4,0,7,9,0,2,0,6,8,0,0,5,21,9,12,27,26,23,23,0,83,63,0,31,0,85,23,6,1
03/09/2020,5,0,3,3,0,0,0,0,0,1,1,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0
01/08/2021,1205,18,52,159,328,215,167,152,109,48,27,0,613,592,0,442,45,256,320,41,101,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,12,6,9,0,27,25,0,16,2,23,10,1,0
07/11/2021,69,2,7,18,13,15,8,11,1,3,0,0,34,35,0,9,3,14,23,5,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,3,0,0,1,0,0,4,3,0,0,0,5,1,1,0
03/26/2021,601,6,38,75,217,134,68,56,34,6,11,0,291,310,0,166,29,104,226,25,51,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,7,8,5,6,4,0,16,22,0,7,0,22,9,0,0
03/01/2022,183,6,6,58,31,28,23,14,16,5,8,0,103,80,0,34,8,26,58,14,43,0,0,0,0,0,1,2,3,0,4,2,0,2,0,2,2,0,0,2,0,1,0,0,2,0,1,0,4,2,0,1,0,4,1,0,0
06/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,91,6,59,58,4,27,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
02/24/2021,338,4,36,38,79,65,54,48,29,12,13,0,161,177,0,93,8,87,96,14,40,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,3,2,8,6,6,6,4,0,18,18,0,8,2,19,6,1,0
06/19/2021,30,2,4,6,11,5,1,2,1,4,0,0,18,12,0,11,2,6,7,2,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0
09/02/2021,497,6,40,85,139,121,65,44,23,13,7,0,247,250,0,102,21,119,138,29,88,0,0,0,2,1,0,2,1,0,5,1,0,1,0,4,1,0,0,0,3,5,5,8,9,3,7,0,19,21,0,8,1,16,10,3,2
08/27/2021,542,3,38,95,151,108,71,52,38,15,12,0,290,252,0,125,11,154,158,14,80,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,4,3,5,5,10,4,7,0,20,18,0,8,0,18,10,1,1
05/14/2020,778,45,131,49,167,150,133,110,95,43,31,0,399,371,8,374,15,179,91,26,93,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,50,4,49,18,6,4
01/06/2022,5851,36,252,994,1251,1122,814,733,498,249,185,5,3116,2697,38,1331,265,1095,1345,395,1420,0,1,0,2,8,5,8,12,0,21,15,0,7,2,18,9,0,0,9,26,17,25,36,45,40,54,0,140,112,0,56,8,121,59,3,5
08/03/2020,428,3,30,52,128,88,68,47,24,14,7,0,217,210,1,225,11,76,83,17,16,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,9,3,7,3,0,8,22,0,10,2,12,5,1,0
08/15/2021,290,5,31,49,63,81,34,30,20,8,5,0,141,148,1,58,21,74,97,8,32,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,4,6,5,7,2,3,0,13,18,0,11,0,14,5,0,1
03/08/2021,327,5,23,53,103,61,35,32,31,8,4,0,165,162,0,106,24,67,80,23,27,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
10/26/2020,1541,8,78,193,404,303,257,180,117,66,21,0,782,757,2,602,54,282,391,52,160,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,26,2,23,22,2,3
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,11,217,82,17,20,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,20,7,1
07/10/2021,49,0,5,7,12,16,8,2,1,3,0,0,24,25,0,8,2,12,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,3,2,0,0,0,3,1,0,1
05/10/2020,306,38,99,17,59,52,64,42,41,14,17,0,137,169,0,139,8,68,44,13,34,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,15,11,0,37,62,0,42,4,34,12,5,2
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,135,152,1,86,5,91,72,8,26,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
09/30/2020,462,2,22,47,140,95,53,65,35,17,10,0,236,226,0,165,8,84,129,26,50,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,2,2,2,3,3,5,4,0,10,12,0,8,0,4,9,1,0
02/04/2022,583,11,36,152,129,83,74,62,47,17,19,0,314,263,6,153,44,83,166,31,106,0,0,0,0,3,0,4,4,0,6,5,0,3,0,5,3,0,0,0,3,5,1,8,4,5,10,0,21,15,0,11,0,13,10,1,1
02/12/2022,227,6,28,41,42,39,25,27,23,20,10,0,115,110,2,50,13,35,67,12,50,0,0,0,1,1,0,3,1,0,4,2,0,3,0,3,0,0,0,2,4,2,4,0,7,5,4,0,9,19,0,8,1,13,4,1,1
10/20/2021,323,5,13,68,87,52,41,31,28,11,5,0,146,175,2,71,16,74,99,17,46,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,4,2,3,0,7,6,0,2,0,7,2,1,1
10/23/2021,222,2,19,37,40,58,24,27,21,7,8,0,110,112,0,40,7,61,83,15,16,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,3,3,0,9,10,0,4,0,6,7,1,1
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,196,6,166,9,50,115,22,29,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,11,0,4,8,2,0
10/03/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,75,7,36,74,8,27,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
01/27/2022,1055,15,72,295,207,194,120,82,87,43,26,1,541,503,11,264,57,154,303,69,208,0,0,0,0,0,2,5,8,0,9,6,0,3,0,7,5,0,0,3,3,4,6,7,20,11,18,0,35,37,0,17,2,28,23,1,1
08/10/2020,376,1,29,41,108,68,63,49,24,18,5,0,187,189,0,193,11,61,80,13,18,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,1,3,5,4,6,3,0,14,15,0,4,2,7,13,1,2
05/02/2020,719,49,166,25,142,126,154,143,74,40,15,0,343,376,0,421,9,122,71,18,78,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,35,32,33,19,0,66,100,0,66,3,63,27,5,2
02/28/2022,195,0,12,53,41,38,23,23,6,8,3,0,104,91,0,40,13,30,68,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2,0,6,6,0,2,0,5,5,0,0
01/07/2022,4899,32,220,905,1034,859,705,627,417,225,126,1,2683,2178,38,1049,234,934,1172,302,1208,0,0,0,0,2,7,8,15,0,15,17,0,5,0,16,10,1,0,7,17,21,19,29,47,44,36,0,111,109,0,46,6,101,60,4,3
05/17/2021,347,7,51,58,84,74,44,39,33,8,7,0,197,150,0,72,12,158,55,13,37,0,0,0,0,1,1,3,2,0,3,4,0,3,0,4,0,0,0,2,7,6,7,10,9,5,5,0,20,31,0,8,0,40,1,0,2
10/11/2021,321,4,20,72,65,64,39,41,21,15,4,0,182,139,0,46,9,72,128,26,40,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,7,6,2,2,0,14,6,0,5,1,8,6,0,0
12/06/2020,708,27,91,72,160,128,111,99,72,48,18,0,374,332,2,224,29,151,196,25,83,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,28,1,37,22,2,1
03/01/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
11/19/2020,2169,17,119,250,526,457,358,279,187,83,29,0,1117,1047,5,882,59,352,493,89,294,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,10,17,20,21,26,17,0,56,63,0,37,5,40,30,5,2
01/04/2022,9668,31,301,2596,1899,1711,1183,1076,687,320,186,10,5298,4279,91,2262,422,2053,2061,637,2233,0,0,0,3,3,5,8,12,0,19,12,0,6,0,17,8,0,0,13,35,28,24,50,46,48,57,0,173,128,0,70,4,145,63,11,8
11/16/2021,739,6,41,185,138,153,103,65,38,29,28,0,376,360,3,133,19,157,226,62,142,0,0,2,0,0,2,0,2,0,2,4,0,0,0,6,0,0,0,1,1,2,5,11,5,11,5,0,13,28,0,12,0,17,10,2,0
02/10/2022,414,7,19,101,93,78,42,34,38,19,9,0,225,185,4,91,30,68,136,31,58,0,0,0,1,0,1,1,4,0,1,6,0,1,0,3,3,0,0,1,2,1,0,2,5,3,5,0,10,9,0,6,0,7,6,0,0
07/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,38,4,46,40,11,15,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
04/27/2020,1157,35,169,42,234,201,231,207,125,53,64,0,584,573,0,603,28,240,134,46,106,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,37,0,78,91,0,58,4,71,28,8,0
01/14/2022,3100,21,156,826,521,534,394,316,266,145,98,0,1642,1450,8,771,174,527,756,172,700,0,0,1,2,0,2,12,4,0,8,13,0,4,1,10,6,0,0,9,24,18,18,9,31,15,32,0,72,84,0,32,11,65,39,7,2
10/25/2020,526,10,43,66,139,125,63,66,39,18,10,0,282,243,1,142,14,92,203,26,49,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,8,9,5,4,0,24,19,0,13,0,20,7,2,1
01/05/2022,6914,20,262,1230,1588,1308,938,830,577,284,158,1,3762,3083,69,1668,300,1410,1519,411,1606,0,0,0,3,3,1,2,11,0,6,14,0,3,1,8,8,0,0,9,20,26,17,44,63,39,44,0,130,132,0,51,3,142,52,12,2
03/08/2020,3,0,7,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,3,4,0,2,0,4,1,0,0
03/30/2021,738,3,43,93,258,145,90,77,58,12,5,0,378,360,0,171,43,164,284,21,55,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,11,9,11,5,2,0,24,19,0,14,2,21,6,0,0
10/31/2020,1068,10,82,136,272,224,169,130,86,39,12,0,544,524,0,385,40,164,297,49,133,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,21,15,7,0,38,44,0,24,3,32,19,2,2
11/19/2021,685,1,40,174,120,150,96,64,48,24,9,0,364,321,0,123,20,137,206,65,134,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,5,5,4,6,11,6,0,17,23,0,9,1,19,8,2,1
01/23/2021,588,9,54,71,120,135,86,80,53,30,13,0,304,284,0,215,30,110,152,30,51,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,2,6,2,2,14,18,10,0,30,24,0,17,2,25,7,2,1
03/15/2020,40,0,21,0,3,8,9,8,5,4,3,0,13,27,0,6,4,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,4,2,0,7,14,0,4,2,11,4,0,0
05/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,178,150,0,146,9,86,37,11,39,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
01/08/2022,3354,29,186,616,654,634,553,383,294,148,71,1,1783,1555,16,857,201,496,796,247,757,0,0,0,3,1,8,6,11,0,15,14,0,4,0,19,6,0,0,4,10,15,15,31,46,24,41,0,100,86,0,42,7,82,45,8,2
08/15/2020,221,5,21,18,65,41,30,34,20,11,2,0,106,113,2,80,6,56,62,7,10,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,5,3,5,1,0,10,11,0,7,0,10,3,1,0
11/24/2021,675,6,56,140,148,129,105,61,54,30,8,0,324,349,2,115,32,144,189,67,128,0,0,0,1,0,0,1,4,0,3,3,0,2,0,3,1,0,0,1,6,6,3,10,10,14,6,0,33,23,0,12,1,25,17,1,0
05/29/2021,89,7,23,17,16,17,15,15,7,1,1,0,42,47,0,27,1,38,10,4,9,0,0,0,1,2,1,1,2,0,3,4,0,0,0,5,1,1,0,1,2,2,1,5,6,3,3,0,15,8,0,4,0,13,5,0,1
02/27/2022,95,6,9,19,17,19,12,11,8,7,2,0,49,46,0,17,11,13,35,3,16,0,0,0,0,0,0,1,5,0,1,5,0,1,1,2,1,1,0,0,3,0,0,3,0,1,2,0,7,2,0,2,0,5,2,0,0
08/23/2021,645,2,53,124,141,141,80,67,54,26,12,0,337,307,1,159,20,171,174,25,96,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,5,6,4,10,13,9,4,0,30,23,0,14,0,26,11,0,2
11/08/2020,1105,11,109,123,269,236,177,142,87,44,27,0,553,551,1,367,30,187,357,60,104,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,9,3,14,23,17,23,14,0,57,52,0,44,4,41,17,3,0
08/21/2020,430,5,21,60,139,88,46,54,29,11,3,0,242,186,2,229,17,56,93,16,19,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,5,4,3,4,0,12,8,1,11,0,6,3,1,0
01/21/2022,1615,25,97,393,306,283,202,167,140,65,59,0,889,717,9,383,111,265,442,82,332,0,0,0,0,5,3,2,15,0,13,12,0,4,1,12,8,0,0,3,5,9,8,9,19,17,27,0,51,46,0,23,4,35,31,2,2
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,180,165,2,145,5,73,89,13,22,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
01/26/2021,644,12,55,77,156,122,114,88,46,29,12,0,315,328,1,214,26,139,176,36,53,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,1,5,5,3,10,12,9,10,0,28,27,0,15,1,23,11,4,1
04/23/2021,533,7,50,93,130,99,83,62,40,16,10,0,291,242,0,138,31,200,96,14,54,0,0,1,0,3,0,3,0,0,2,5,0,1,2,3,1,0,0,2,2,11,6,7,10,8,4,0,24,26,0,11,0,33,4,1,1
05/07/2021,365,11,38,68,91,69,63,41,17,9,7,0,194,171,0,106,13,138,54,7,47,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,11,4,4,8,0,23,15,0,6,1,22,9,0,0
02/21/2021,158,9,24,16,42,31,27,23,10,5,4,0,86,72,0,28,3,37,65,9,16,0,1,0,1,0,1,3,3,0,4,5,0,3,0,1,3,2,0,1,5,4,2,4,1,5,2,0,12,12,0,1,1,12,6,2,2
05/01/2021,352,4,60,63,71,67,58,41,36,11,5,0,184,168,0,71,18,155,73,4,31,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,9,10,11,10,10,4,2,0,34,26,0,12,0,38,9,1,0
04/01/2021,721,2,44,89,236,166,88,71,41,26,4,0,368,352,1,170,37,188,252,18,56,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,7,9,8,8,1,0,25,19,0,9,0,24,10,0,1
11/16/2020,2558,26,153,317,600,484,457,340,203,96,61,0,1328,1222,8,1061,76,449,590,105,277,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,8,17,19,32,33,29,0,72,81,0,48,8,64,28,5,0
03/02/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
06/07/2020,110,20,31,3,29,30,16,13,8,7,4,0,53,57,0,49,4,28,12,3,14,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,4,5,0,0,18,13,0,16,2,10,1,1,1
10/26/2021,345,3,18,92,63,70,45,39,24,8,4,0,181,163,1,69,11,90,105,25,45,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,1,4,3,3,2,3,1,0,9,9,0,3,0,9,5,0,1
04/20/2021,565,5,53,87,170,120,78,67,17,14,12,0,325,239,1,133,27,206,123,15,61,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,2,13,7,11,8,6,4,0,29,24,0,16,1,28,7,1,0
08/01/2020,141,5,22,7,45,27,17,25,11,6,3,0,69,72,0,54,0,34,33,6,14,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,3,2,6,5,0,4,2,0,11,11,0,10,0,10,2,0,0
04/12/2020,341,33,136,28,32,56,54,60,46,34,31,0,144,197,0,103,8,120,59,20,31,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,2,7,16,31,29,30,21,0,56,80,0,34,4,68,25,5,0
06/06/2021,58,7,15,10,19,8,7,5,5,3,1,0,32,26,0,12,0,28,11,2,5,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,3,2,2,5,0,3,0,0,11,4,0,3,0,10,2,0,0
